0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x1c22 | 0b1110000100010 | --- | --------------------------------------- | ---
0x1c23 | 0b1110000100011 | --- | --------------------------------------- | ---
0x1c24 | 0b1110000100100 | --- | --------------------------------------- | ---
0x1c25 | 0b1110000100101 | --- | --------------------------------------- | ---
0x1c26 | 0b1110000100110 | --- | --------------------------------------- | ---
0x1c27 | 0b1110000100111 | --- | --------------------------------------- | ---
0x1c28 | 0b1110000101000 | --- | --------------------------------------- | ---
0x1c29 | 0b1110000101001 | --- | --------------------------------------- | ---
0x1c2a | 0b1110000101010 | --- | --------------------------------------- | ---
0x1c2b | 0b1110000101011 | --- | --------------------------------------- | ---
0x1c2c | 0b1110000101100 | --- | --------------------------------------- | ---
0x1c2d | 0b1110000101101 | --- | --------------------------------------- | ---
0x1c2e | 0b1110000101110 | --- | --------------------------------------- | ---
0x1c2f | 0b1110000101111 | --- | --------------------------------------- | ---
0x1c30 | 0b1110000110000 | --- | --------------------------------------- | ---
0x1c31 | 0b1110000110001 | --- | --------------------------------------- | ---
0x1c32 | 0b1110000110010 | --- | --------------------------------------- | ---
0x1c33 | 0b1110000110011 | --- | --------------------------------------- | ---
0x1c34 | 0b1110000110100 | --- | --------------------------------------- | ---
0x1c35 | 0b1110000110101 | --- | --------------------------------------- | ---
0x1c36 | 0b1110000110110 | --- | --------------------------------------- | ---
0x1c37 | 0b1110000110111 | --- | --------------------------------------- | ---
0x1c38 | 0b1110000111000 | --- | --------------------------------------- | ---
0x1c39 | 0b1110000111001 | --- | --------------------------------------- | ---
0x1c3a | 0b1110000111010 | --- | --------------------------------------- | ---
0x1c3b | 0b1110000111011 | --- | --------------------------------------- | ---
0x1c3c | 0b1110000111100 | --- | --------------------------------------- | ---
0x1c3d | 0b1110000111101 | --- | --------------------------------------- | ---
0x1c3e | 0b1110000111110 | --- | --------------------------------------- | ---
0x1c3f | 0b1110000111111 | --- | --------------------------------------- | ---
0x1c40 | 0b1110001000000 | --- | --------------------------------------- | ---
0x1c41 | 0b1110001000001 | --- | --------------------------------------- | ---
0x1c42 | 0b1110001000010 | --- | --------------------------------------- | ---
0x1c43 | 0b1110001000011 | --- | --------------------------------------- | ---
0x1c44 | 0b1110001000100 | --- | --------------------------------------- | ---
0x1c45 | 0b1110001000101 | --- | --------------------------------------- | ---
0x1c46 | 0b1110001000110 | --- | --------------------------------------- | ---
0x1c47 | 0b1110001000111 | --- | --------------------------------------- | ---
0x1c48 | 0b1110001001000 | --- | --------------------------------------- | ---
0x1c49 | 0b1110001001001 | --- | --------------------------------------- | ---
0x1c4a | 0b1110001001010 | --- | --------------------------------------- | ---
0x1c4b | 0b1110001001011 | --- | --------------------------------------- | ---
0x1c4c | 0b1110001001100 | --- | --------------------------------------- | ---
0x1c4d | 0b1110001001101 | --- | --------------------------------------- | ---
0x1c4e | 0b1110001001110 | --- | --------------------------------------- | ---
0x1c4f | 0b1110001001111 | --- | --------------------------------------- | ---
0x1c50 | 0b1110001010000 | --- | --------------------------------------- | ---
0x1c51 | 0b1110001010001 | --- | --------------------------------------- | ---
0x1c52 | 0b1110001010010 | --- | --------------------------------------- | ---
0x1c53 | 0b1110001010011 | --- | --------------------------------------- | ---
0x1c54 | 0b1110001010100 | --- | --------------------------------------- | ---
0x1c55 | 0b1110001010101 | --- | --------------------------------------- | ---
0x1c56 | 0b1110001010110 | --- | --------------------------------------- | ---
0x1c57 | 0b1110001010111 | --- | --------------------------------------- | ---
0x1c58 | 0b1110001011000 | --- | --------------------------------------- | ---
0x1c59 | 0b1110001011001 | --- | --------------------------------------- | ---
0x1c5a | 0b1110001011010 | --- | --------------------------------------- | ---
0x1c5b | 0b1110001011011 | --- | --------------------------------------- | ---
0x1c5c | 0b1110001011100 | --- | --------------------------------------- | ---
0x1c5d | 0b1110001011101 | --- | --------------------------------------- | ---
0x1c5e | 0b1110001011110 | --- | --------------------------------------- | ---
0x1c5f | 0b1110001011111 | --- | --------------------------------------- | ---
0x1c60 | 0b1110001100000 | --- | --------------------------------------- | ---
0x1c61 | 0b1110001100001 | --- | --------------------------------------- | ---
0x1c62 | 0b1110001100010 | --- | --------------------------------------- | ---
0x1c63 | 0b1110001100011 | --- | --------------------------------------- | ---
0x1c64 | 0b1110001100100 | --- | --------------------------------------- | ---
0x1c65 | 0b1110001100101 | --- | --------------------------------------- | ---
0x1c66 | 0b1110001100110 | --- | --------------------------------------- | ---
0x1c67 | 0b1110001100111 | --- | --------------------------------------- | ---
0x1c68 | 0b1110001101000 | --- | --------------------------------------- | ---
0x1c69 | 0b1110001101001 | --- | --------------------------------------- | ---
0x1c6a | 0b1110001101010 | --- | --------------------------------------- | ---
0x1c6b | 0b1110001101011 | --- | --------------------------------------- | ---
0x1c6c | 0b1110001101100 | --- | --------------------------------------- | ---
0x1c6d | 0b1110001101101 | --- | --------------------------------------- | ---
0x1c6e | 0b1110001101110 | --- | --------------------------------------- | ---
0x1c6f | 0b1110001101111 | --- | --------------------------------------- | ---
0x1c70 | 0b1110001110000 | --- | --------------------------------------- | ---
0x1c71 | 0b1110001110001 | --- | --------------------------------------- | ---
0x1c72 | 0b1110001110010 | --- | --------------------------------------- | ---
0x1c73 | 0b1110001110011 | --- | --------------------------------------- | ---
0x1c74 | 0b1110001110100 | --- | --------------------------------------- | ---
0x1c75 | 0b1110001110101 | --- | --------------------------------------- | ---
0x1c76 | 0b1110001110110 | --- | --------------------------------------- | ---
0x1c77 | 0b1110001110111 | --- | --------------------------------------- | ---
0x1c78 | 0b1110001111000 | --- | --------------------------------------- | ---
0x1c79 | 0b1110001111001 | --- | --------------------------------------- | ---
0x1c7a | 0b1110001111010 | --- | --------------------------------------- | ---
0x1c7b | 0b1110001111011 | --- | --------------------------------------- | ---
0x1c7c | 0b1110001111100 | --- | --------------------------------------- | ---
0x1c7d | 0b1110001111101 | --- | --------------------------------------- | ---
0x1c7e | 0b1110001111110 | --- | --------------------------------------- | ---
0x1c7f | 0b1110001111111 | --- | --------------------------------------- | ---
0x1c80 | 0b1110010000000 | --- | --------------------------------------- | ---
0x1c81 | 0b1110010000001 | --- | --------------------------------------- | ---
0x1c82 | 0b1110010000010 | --- | --------------------------------------- | ---
0x1c83 | 0b1110010000011 | --- | --------------------------------------- | ---
0x1c84 | 0b1110010000100 | --- | --------------------------------------- | ---
0x1c85 | 0b1110010000101 | --- | --------------------------------------- | ---
0x1c86 | 0b1110010000110 | --- | --------------------------------------- | ---
0x1c87 | 0b1110010000111 | --- | --------------------------------------- | ---
0x1c88 | 0b1110010001000 | --- | --------------------------------------- | ---
0x1c89 | 0b1110010001001 | --- | --------------------------------------- | ---
0x1c8a | 0b1110010001010 | --- | --------------------------------------- | ---
0x1c8b | 0b1110010001011 | --- | --------------------------------------- | ---
0x1c8c | 0b1110010001100 | --- | --------------------------------------- | ---
0x1c8d | 0b1110010001101 | --- | --------------------------------------- | ---
0x1c8e | 0b1110010001110 | --- | --------------------------------------- | ---
0x1c8f | 0b1110010001111 | --- | --------------------------------------- | ---
0x1c90 | 0b1110010010000 | --- | --------------------------------------- | ---
0x1c91 | 0b1110010010001 | --- | --------------------------------------- | ---
0x1c92 | 0b1110010010010 | --- | --------------------------------------- | ---
0x1c93 | 0b1110010010011 | --- | --------------------------------------- | ---
0x1c94 | 0b1110010010100 | --- | --------------------------------------- | ---
0x1c95 | 0b1110010010101 | --- | --------------------------------------- | ---
0x1c96 | 0b1110010010110 | --- | --------------------------------------- | ---
0x1c97 | 0b1110010010111 | --- | --------------------------------------- | ---
0x1c98 | 0b1110010011000 | --- | --------------------------------------- | ---
0x1c99 | 0b1110010011001 | --- | --------------------------------------- | ---
0x1c9a | 0b1110010011010 | --- | --------------------------------------- | ---
0x1c9b | 0b1110010011011 | --- | --------------------------------------- | ---
0x1c9c | 0b1110010011100 | --- | --------------------------------------- | ---
0x1c9d | 0b1110010011101 | --- | --------------------------------------- | ---
0x1c9e | 0b1110010011110 | --- | --------------------------------------- | ---
0x1c9f | 0b1110010011111 | --- | --------------------------------------- | ---
0x1ca0 | 0b1110010100000 | --- | --------------------------------------- | ---
0x1ca1 | 0b1110010100001 | --- | --------------------------------------- | ---
0x1ca2 | 0b1110010100010 | --- | --------------------------------------- | ---
0x1ca3 | 0b1110010100011 | --- | --------------------------------------- | ---
0x1ca4 | 0b1110010100100 | --- | --------------------------------------- | ---
0x1ca5 | 0b1110010100101 | --- | --------------------------------------- | ---
0x1ca6 | 0b1110010100110 | --- | --------------------------------------- | ---
0x1ca7 | 0b1110010100111 | --- | --------------------------------------- | ---
0x1ca8 | 0b1110010101000 | --- | --------------------------------------- | ---
0x1ca9 | 0b1110010101001 | --- | --------------------------------------- | ---
